TSPAN6 avgexpression:10.996833
t2=4.080063  pval2=0.000056
t3=1.067037  pval3=0.287832
FLT3LG avgexpression:3.842173
t1=2.890032  pval1=0.004105
t2=4.194877  pval2=0.000035
t3=0.607479  pval3=0.544538
RAB11FIP3 avgexpression:11.248040
t1=0.954566  pval1=0.340492
t2=3.165707  pval2=0.001681
t3=1.501482  pval3=0.135532
GNPTG avgexpression:11.293215
t1=0.570845  pval1=0.568491
t2=0.014725  pval2=0.988260
t3=-0.505179  pval3=0.614245
ZNF268 avgexpression:9.892244
t1=4.463299  pval1=0.000011
t2=5.375993  pval2=0.000000
t3=0.298391  pval3=0.765857
GOLGA3 avgexpression:12.773236
t1=-0.100898  pval1=0.919693
t2=-0.515402  pval2=0.606593
t3=-0.324492  pval3=0.746060
PABPC4 avgexpression:13.233454
t1=-1.003469  pval1=0.316365
t2=0.142536  pval2=0.886737
t3=0.949427  pval3=0.344075
CD209 avgexpression:8.355851
t1=2.029490  pval1=0.043206
t2=-0.453218  pval2=0.650669
t3=-2.282846  pval3=0.023979
CERS4 avgexpression:9.028625
t1=2.731483  pval1=0.006642
t2=7.319795  pval2=0.000000
t3=2.475660  pval3=0.014518
MCOLN1 avgexpression:10.201833
t1=-0.405299  pval1=0.685519
t2=0.354008  pval2=0.723543
t3=0.608847  pval3=0.543634
USP48 avgexpression:11.811052
t1=-0.340744  pval1=0.733512
t2=-5.860408  pval2=0.000000
t3=-4.441769  pval3=0.000018
EFNB1 avgexpression:12.202893
t1=-1.296392  pval1=0.195741
t2=-3.413359  pval2=0.000716
t3=-1.414044  pval3=0.159617
PDPR avgexpression:11.109960
t1=1.294139  pval1=0.196517
t2=-0.082828  pval2=0.934035
t3=-1.185172  pval3=0.238001
AARS1 avgexpression:12.892597
t1=-1.703538  pval1=0.089403
t2=-2.119524  pval2=0.034740
t3=-0.018345  pval3=0.985391
GLG1 avgexpression:13.755993
t1=-0.203386  pval1=0.838958
t2=-0.263171  pval2=0.792572
t3=-0.022203  pval3=0.982319
KIF4A avgexpression:10.329440
t1=-1.650164  pval1=0.099855
t2=-3.284975  pval2=0.001122
t3=-0.956537  pval3=0.340486
TNRC6A avgexpression:12.002562
t1=2.249099  pval1=0.025161
t2=6.005089  pval2=0.000000
t3=2.341694  pval3=0.020638
PLEKHG2 avgexpression:11.448477
t1=2.500444  pval1=0.012885
t2=8.203340  pval2=0.000000
t3=3.518857  pval3=0.000589
DLL3 avgexpression:3.808973
t1=0.073364  pval1=0.941560
t2=3.678934  pval2=0.000271
t3=2.891205  pval3=0.004464
NAT14 avgexpression:8.567497
t1=0.935385  pval1=0.350270
t2=7.447543  pval2=0.000000
t3=4.448553  pval3=0.000018
PITPNM2 avgexpression:10.383766
t1=0.009655  pval1=0.992302
t2=2.088121  pval2=0.037499
t3=1.383513  pval3=0.168758
EXOC1 avgexpression:10.891397
t1=-1.994684  pval1=0.046895
t2=-3.018235  pval2=0.002726
t3=-0.432773  pval3=0.665860
RBM27 avgexpression:10.287496
t1=-0.090994  pval1=0.927552
t2=1.067776  pval2=0.286347
t3=0.818456  pval3=0.414518
POU4F3 avgexpression:2.435405
t1=-0.205771  pval1=0.837096
t2=4.062907  pval2=0.000060
t3=3.146052  pval3=0.002030
OSBPL8 avgexpression:12.130869
t1=-0.390627  pval1=0.696323
t2=0.457481  pval2=0.647605
t3=0.562174  pval3=0.574916
DTX2 avgexpression:11.417600
t1=-1.531046  pval1=0.126710
t2=-0.703304  pval2=0.482328
t3=0.751392  pval3=0.453706
NLRC4 avgexpression:6.769473
t1=2.162885  pval1=0.031263
t2=0.478569  pval2=0.632540
t3=-1.578869  pval3=0.116672
PUS7 avgexpression:10.533119
t1=-4.447937  pval1=0.000012
t2=-1.599883  pval2=0.110514
t3=2.657465  pval3=0.008809
LAMB4 avgexpression:3.855562
t1=-0.220915  pval1=0.825294
t2=3.729941  pval2=0.000223
t3=2.813703  pval3=0.005619
NRCAM avgexpression:8.742075
t1=-0.241647  pval1=0.809203
t2=6.530465  pval2=0.000000
t3=5.494198  pval3=0.000000
LAMB1 avgexpression:13.270146
t1=-1.163634  pval1=0.245408
t2=5.319518  pval2=0.000000
t3=4.628306  pval3=0.000008
SLC26A4 avgexpression:4.922966
t1=-0.153780  pval1=0.877877
t2=-1.273167  pval2=0.203792
t3=-0.790086  pval3=0.430843
SLC26A3 avgexpression:6.064267
t1=0.382979  pval1=0.701981
t2=2.370795  pval2=0.018283
t3=1.510727  pval3=0.133161
DLD avgexpression:12.194389
t1=-3.047134  pval1=0.002496
t2=-6.625915  pval2=0.000000
t3=-1.807755  pval3=0.072838
WDR7 avgexpression:10.318525
t1=2.084649  pval1=0.037865
t2=-1.426061  pval2=0.154729
t3=-3.313197  pval3=0.001180
TXNL1 avgexpression:11.877775
t1=-0.202650  pval1=0.839532
t2=-6.876642  pval2=0.000000
t3=-4.357855  pval3=0.000026
IL5RA avgexpression:4.000738
t1=3.236359  pval1=0.001333
t2=2.712399  pval2=0.007005
t3=-0.678654  pval3=0.498502
ABCC6 avgexpression:8.735217
t1=1.000053  pval1=0.318013
t2=5.011150  pval2=0.000001
t3=2.509454  pval3=0.013256
CMTM6 avgexpression:12.408390
t1=0.135852  pval1=0.892021
t2=-4.265785  pval2=0.000026
t3=-3.235562  pval3=0.001522
ITGA6 avgexpression:13.884177
t1=-1.313520  pval1=0.189915
t2=-5.081972  pval2=0.000001
t3=-2.723554  pval3=0.007300
RAPGEF4 avgexpression:8.473250
t1=1.274991  pval1=0.203204
t2=7.518774  pval2=0.000000
t3=3.556427  pval3=0.000517
MAP3K20 avgexpression:12.467607
t1=1.891844  pval1=0.059382
t2=3.166627  pval2=0.001676
t3=0.837418  pval3=0.403816
SMPX avgexpression:3.839955
t1=2.018221  pval1=0.044372
t2=3.284488  pval2=0.001123
t3=0.778674  pval3=0.437515
FH avgexpression:11.852634
t1=-3.716510  pval1=0.000237
t2=-6.894043  pval2=0.000000
t3=-1.755917  pval3=0.081337
SEL1L3 avgexpression:13.454600
t1=1.391325  pval1=0.165059
t2=-1.315527  pval2=0.189182
t3=-2.245174  pval3=0.026359
TF avgexpression:5.873207
t1=0.895764  pval1=0.371028
t2=5.904945  pval2=0.000000
t3=3.736546  pval3=0.000273
CDV3 avgexpression:13.196099
t1=-1.881012  pval1=0.060845
t2=-3.208195  pval2=0.001457
t3=-0.664240  pval3=0.507653
MYO15A avgexpression:5.792296
t1=1.521467  pval1=0.129095
t2=5.842295  pval2=0.000000
t3=3.043680  pval3=0.002803
ALKBH5 avgexpression:12.112455
t1=0.725725  pval1=0.468519
t2=-1.607589  pval2=0.108814
t3=-1.779814  pval3=0.077323
APOH avgexpression:4.203327
t1=0.243751  pval1=0.807574
t2=6.499968  pval2=0.000000
t3=4.524328  pval3=0.000013
NLRP1 avgexpression:9.735316
t1=0.744735  pval1=0.456959
t2=1.312352  pval2=0.190249
t3=0.290687  pval3=0.771730
PITPNM3 avgexpression:9.551533
t1=0.563580  pval1=0.573420
t2=-0.076696  pval2=0.938909
t3=-0.535876  pval3=0.592913
SPAG7 avgexpression:10.517483
t1=0.240826  pval1=0.809838
t2=-1.764702  pval2=0.078474
t3=-1.472689  pval3=0.143129
ORC6 avgexpression:8.986750
t1=-1.987720  pval1=0.047664
t2=-3.765888  pval2=0.000194
t3=-1.022754  pval3=0.308227
ZFHX4 avgexpression:8.476366
t1=2.371486  pval1=0.018287
t2=3.097404  pval2=0.002108
t3=0.220620  pval3=0.825717
SLC17A6 avgexpression:0.603230
t1=-0.191783  pval1=0.848029
t2=1.330680  pval2=0.184149
t3=1.392046  pval3=0.166164
CPA1 avgexpression:2.434792
t1=-0.816984  pval1=0.414523
t2=1.943168  pval2=0.052786
t3=1.776078  pval3=0.077940
ZC3HC1 avgexpression:9.391669
t1=-2.600902  pval1=0.009714
t2=-0.309624  pval2=0.757029
t3=1.975702  pval3=0.050198
ESR1 avgexpression:6.624692
t1=2.658791  pval1=0.008222
t2=3.859683  pval2=0.000135
t3=0.682621  pval3=0.495999
RGS17 avgexpression:6.814639
t1=1.139660  pval1=0.255249
t2=3.733219  pval2=0.000220
t3=1.660751  pval3=0.099050
ANGPT2 avgexpression:9.647187
t1=0.294940  pval1=0.768224
t2=2.916277  pval2=0.003768
t3=1.853301  pval3=0.065990
TMEM101 avgexpression:10.143226
t1=-2.295368  pval1=0.022335
t2=-0.607018  pval2=0.544227
t3=1.445952  pval3=0.150474
CD200 avgexpression:9.046021
t1=2.364851  pval1=0.018612
t2=3.865797  pval2=0.000132
t3=0.747212  pval3=0.456216
CCDC80 avgexpression:12.225437
t1=2.274240  pval1=0.023589
t2=2.495806  pval2=0.013020
t3=-0.132957  pval3=0.894423
CMA1 avgexpression:2.891711
t1=2.410054  pval1=0.016493
t2=1.994176  pval2=0.046897
t3=-0.609900  pval3=0.542938
PSME1 avgexpression:13.192733
t1=0.183095  pval1=0.854835
t2=-6.737741  pval2=0.000000
t3=-4.598169  pval3=0.000010
PPP2R3C avgexpression:9.530968
t1=0.322902  pval1=0.746972
t2=1.509685  pval2=0.132013
t3=0.796485  pval3=0.427128
HAUS4 avgexpression:8.813619
t1=-2.458802  pval1=0.014450
t2=-5.648394  pval2=0.000000
t3=-1.699267  pval3=0.091538
JPH4 avgexpression:4.912420
t1=1.690427  pval1=0.091885
t2=3.968026  pval2=0.000088
t3=1.379654  pval3=0.169941
MYH7 avgexpression:2.639806
t1=-0.961788  pval1=0.336856
t2=-1.226326  pval2=0.220889
t3=-0.039150  pval3=0.968828
CEBPE avgexpression:2.775903
t1=1.309255  pval1=0.191353
t2=-1.485233  pval2=0.138370
t3=-2.257768  pval3=0.025542
SLC7A8 avgexpression:11.246151
t1=1.182620  pval1=0.237806
t2=1.477625  pval2=0.140395
t3=0.054236  pval3=0.956826
OSGEP avgexpression:10.348361
t1=-0.062952  pval1=0.949843
t2=-1.202487  pval2=0.229977
t3=-0.877554  pval3=0.381722
SLC22A17 avgexpression:8.833990
t1=2.154936  pval1=0.031886
t2=5.363632  pval2=0.000000
t3=1.968049  pval3=0.051082
RNF31 avgexpression:5.438301
t1=1.097681  pval1=0.273139
t2=2.422135  pval2=0.015930
t3=0.885780  pval3=0.377288
SCFD1 avgexpression:11.511830
t1=-0.445751  pval1=0.656068
t2=-3.564008  pval2=0.000415
t3=-2.006064  pval3=0.046818
G2E3 avgexpression:10.483577
t1=-1.982979  pval1=0.048194
t2=-1.331451  pval2=0.183895
t3=0.687892  pval3=0.492684
HECTD1 avgexpression:12.985003
t1=-0.370767  pval1=0.711048
t2=-1.607281  pval2=0.108882
t3=-0.904459  pval3=0.367340
HNRNPC avgexpression:14.126465
t1=-2.100320  pval1=0.036455
t2=-4.689491  pval2=0.000004
t3=-1.789797  pval3=0.075695
RPGRIP1 avgexpression:5.132388
t1=2.363914  pval1=0.018658
t2=1.629017  pval2=0.104196
t3=-0.832001  pval3=0.406856
SUPT16H avgexpression:12.815698
t1=-2.212603  pval1=0.027605
t2=-3.283989  pval2=0.001125
t3=-0.440070  pval3=0.660580
TOX4 avgexpression:11.859064
t1=-2.601016  pval1=0.009711
t2=-1.086780  pval2=0.277871
t3=1.751009  pval3=0.082182
GEMIN2 avgexpression:8.573660
t1=-1.241669  pval1=0.215235
t2=-3.310173  pval2=0.001028
t3=-1.144267  pval3=0.254508
TGM1 avgexpression:6.109754
t1=0.363840  pval1=0.716209
t2=2.091092  pval2=0.037230
t3=1.228836  pval3=0.221240
TINF2 avgexpression:11.115849
t1=2.073776  pval1=0.038871
t2=-0.077547  pval2=0.938232
t3=-1.772621  pval3=0.078514
DAZL avgexpression:4.168637
t1=1.983621  pval1=0.048122
t2=1.133687  pval2=0.257691
t3=-1.079004  pval3=0.282482
TBL1Y avgexpression:1.339220
t1=2.338660  pval1=0.019946
t2=4.453800  pval2=0.000011
t3=1.676617  pval3=0.095898
SEMA6A avgexpression:10.392645
t1=0.623125  pval1=0.533630
t2=5.745817  pval2=0.000000
t3=3.434554  pval3=0.000786
TRPM7 avgexpression:11.668551
t1=1.544957  pval1=0.123309
t2=-1.515457  pval2=0.130547
t3=-2.418549  pval3=0.016896
TYRO3 avgexpression:10.062175
t1=-1.480782  pval1=0.139613
t2=1.463116  pval2=0.144320
t3=2.279711  pval3=0.024170
WDR76 avgexpression:9.582195
t1=-0.863898  pval1=0.388268
t2=-7.235729  pval2=0.000000
t3=-4.275615  pval3=0.000035
CAPN3 avgexpression:6.777285
t1=3.163102  pval1=0.001705
t2=2.632842  pval2=0.008837
t3=-0.717595  pval3=0.474229
SNAP23 avgexpression:9.738813
t1=1.552888  pval1=0.121403
t2=-0.336199  pval2=0.736919
t3=-1.768619  pval3=0.079183
TBX15 avgexpression:5.412519
t1=-0.195446  pval1=0.845163
t2=2.758624  pval2=0.006105
t3=2.150536  pval3=0.033268
PHGDH avgexpression:10.403017
t1=1.104482  pval1=0.270184
t2=3.089650  pval2=0.002162
t3=1.230997  pval3=0.220433
COL9A3 avgexpression:7.795647
t1=-0.361229  pval1=0.718158
t2=6.551324  pval2=0.000000
t3=5.321750  pval3=0.000000
EZR avgexpression:14.714103
t1=-0.799366  pval1=0.424650
t2=-6.473412  pval2=0.000000
t3=-3.915123  pval3=0.000142
MYL6 avgexpression:14.227190
t1=1.937251  pval1=0.053563
t2=0.838331  pval2=0.402409
t3=-1.137833  pval3=0.257176
AGO1 avgexpression:11.965381
t1=0.824720  pval1=0.410122
t2=0.934580  pval2=0.350640
t3=-0.031530  pval3=0.974893
TEKT2 avgexpression:3.555105
t1=-0.181714  pval1=0.855918
t2=3.888775  pval2=0.000120
t3=2.851716  pval3=0.005022
CLSPN avgexpression:10.051749
t1=-0.832846  pval1=0.405530
t2=-2.648420  pval2=0.008448
t3=-1.120475  pval3=0.264472
RFFL avgexpression:10.524873
t1=-1.318362  pval1=0.188291
t2=0.807943  pval2=0.419665
t3=1.841434  pval3=0.067721
UNC13D avgexpression:11.358909
t1=-0.398092  pval1=0.690818
t2=3.241581  pval2=0.001301
t3=2.586758  pval3=0.010731
MFSD11 avgexpression:10.385591
t1=0.505910  pval1=0.613256
t2=0.802445  pval2=0.422832
t3=0.157715  pval3=0.874913
DPYSL2 avgexpression:12.594283
t1=1.523575  pval1=0.128567
t2=0.661571  pval2=0.508675
t3=-0.736548  pval3=0.462656
TGFB2 avgexpression:8.701244
t1=0.904865  pval1=0.366193
t2=4.597872  pval2=0.000006
t3=2.584133  pval3=0.010809
GPATCH2 avgexpression:10.081503
t1=-1.403815  pval1=0.161309
t2=2.518227  pval2=0.012234
t3=3.092541  pval3=0.002405
NUP50 avgexpression:12.190851
t1=-0.088955  pval1=0.929172
t2=-6.800274  pval2=0.000000
t3=-5.062113  pval3=0.000001
CDC45 avgexpression:9.472381
t1=-1.815061  pval1=0.070417
t2=-4.085604  pval2=0.000054
t3=-1.268458  pval3=0.206786
COMT avgexpression:12.252753
t1=-0.752573  pval1=0.452240
t2=-0.941998  pval2=0.346834
t3=-0.013714  pval3=0.989078
ADA2 avgexpression:11.636398
t1=2.854529  pval1=0.004581
t2=0.718454  pval2=0.472950
t3=-1.980595  pval3=0.049640
VNN3 avgexpression:5.426184
t1=0.351165  pval1=0.725687
t2=-0.166078  pval2=0.868190
t3=-0.450433  pval3=0.653110
ECHDC1 avgexpression:11.469588
t1=-0.695054  pval1=0.487508
t2=-1.440024  pval2=0.150742
t3=-0.474534  pval3=0.635875
LRRFIP2 avgexpression:11.297844
t1=-0.707670  pval1=0.479647
t2=-1.324826  pval2=0.186081
t3=-0.243958  pval3=0.807628
SEC22C avgexpression:10.740358
t1=2.075627  pval1=0.038698
t2=-0.093288  pval2=0.925727
t3=-1.703143  pval3=0.090809
XYLB avgexpression:9.595716
t1=-2.683638  pval1=0.007648
t2=-5.061028  pval2=0.000001
t3=-1.421742  pval3=0.157374
HDAC6 avgexpression:11.306552
t1=0.760800  pval1=0.447317
t2=3.907065  pval2=0.000112
t3=2.486687  pval3=0.014095
OR1I1 avgexpression:2.306618
t1=0.529869  pval1=0.596557
t2=2.896842  pval2=0.004003
t3=1.659307  pval3=0.099341
GABRP avgexpression:9.952543
t1=2.299331  pval1=0.022106
t2=-2.653981  pval2=0.008313
t3=-4.030442  pval3=0.000092
KRT31 avgexpression:0.863160
t1=0.139957  pval1=0.888779
t2=2.058906  pval2=0.040232
t3=1.825471  pval3=0.070108
CDC6 avgexpression:10.683850
t1=-2.470209  pval1=0.014006
t2=-1.051034  pval2=0.293958
t3=1.592824  pval3=0.113504
UPRT avgexpression:9.221344
t1=0.390870  pval1=0.696144
t2=0.640340  pval2=0.522365
t3=0.112648  pval3=0.910474
CDC23 avgexpression:10.966706
t1=-2.996826  pval1=0.002934
t2=-4.443695  pval2=0.000012
t3=-0.627339  pval3=0.531482
AAAS avgexpression:11.285877
t1=-2.714025  pval1=0.006994
t2=-2.998884  pval2=0.002901
t3=0.238905  pval3=0.811536
CBX5 avgexpression:12.874085
t1=0.989646  pval1=0.323068
t2=2.930321  pval2=0.003605
t3=1.170404  pval3=0.243870
FMO2 avgexpression:8.304906
t1=1.709316  pval1=0.088327
t2=2.563325  pval2=0.010779
t3=0.388867  pval3=0.697978
SUCO avgexpression:11.566017
t1=-1.370011  pval1=0.171609
t2=4.042663  pval2=0.000065
t3=4.381136  pval3=0.000023
MSH2 avgexpression:10.898400
t1=-2.156517  pval1=0.031761
t2=-1.847116  pval2=0.065562
t3=0.394531  pval3=0.693802
MAP3K1 avgexpression:11.286130
t1=0.370189  pval1=0.711478
t2=1.553068  pval2=0.121298
t3=0.888489  pval3=0.375835
DHPS avgexpression:6.026644
t1=1.787614  pval1=0.074750
t2=2.808179  pval2=0.005258
t3=0.515153  pval3=0.607276
HOOK2 avgexpression:11.006665
t1=-0.898714  pval1=0.369456
t2=0.167045  pval2=0.867429
t3=1.163768  pval3=0.246541
NXPE1 avgexpression:2.691164
t1=0.617573  pval1=0.537280
t2=-0.707998  pval2=0.479411
t3=-0.955326  pval3=0.341096
ARCN1 avgexpression:13.782603
t1=-0.637694  pval1=0.524112
t2=-4.239874  pval2=0.000029
t3=-2.675039  pval3=0.008382
EPB41L4B avgexpression:11.083044
t1=-2.280057  pval1=0.023238
t2=-2.512134  pval2=0.012443
t3=0.192443  pval3=0.847680
TMEM38B avgexpression:10.272497
t1=-2.184510  pval1=0.029624
t2=-3.088859  pval2=0.002168
t3=-0.296248  pval3=0.767489
PSMD5 avgexpression:11.698260
t1=-1.174986  pval1=0.240842
t2=-5.257973  pval2=0.000000
t3=-2.129610  pval3=0.034992
PTGS1 avgexpression:10.461530
t1=2.122872  pval1=0.034504
t2=3.783412  pval2=0.000182
t3=0.959510  pval3=0.338992
NUP188 avgexpression:12.682931
t1=-3.322013  pval1=0.000993
t2=-4.077375  pval2=0.000056
t3=-0.064916  pval3=0.948335
CRAT avgexpression:11.671999
t1=0.232046  pval1=0.816645
t2=-2.248982  pval2=0.025126
t3=-1.886949  pval3=0.061283
SH2D3C avgexpression:9.800353
t1=3.168692  pval1=0.001674
t2=3.968353  pval2=0.000088
t3=0.174753  pval3=0.861532
NANS avgexpression:11.319545
t1=-0.815939  pval1=0.415120
t2=-9.322156  pval2=0.000000
t3=-5.938788  pval3=0.000000
TBC1D2 avgexpression:10.332759
t1=-2.722755  pval1=0.006816
t2=-2.267110  pval2=0.023984
t3=0.811268  pval3=0.418619
WHRN avgexpression:8.936914
t1=1.735566  pval1=0.083569
t2=1.640650  pval2=0.101756
t3=-0.268805  pval3=0.788484
PDE6C avgexpression:4.219346
t1=3.113811  pval1=0.002008
t2=0.330023  pval2=0.741577
t3=-2.251817  pval3=0.025925
CWF19L1 avgexpression:10.033205
t1=-0.184160  pval1=0.854000
t2=-1.566167  pval2=0.118200
t3=-1.010506  pval3=0.314034
SEMA4G avgexpression:11.255875
t1=0.787315  pval1=0.431659
t2=-3.462158  pval2=0.000601
t3=-3.565485  pval3=0.000501
BTAF1 avgexpression:11.410056
t1=1.042094  pval1=0.298126
t2=-1.990961  pval2=0.047251
t3=-2.233748  pval3=0.027121
IKZF5 avgexpression:10.353284
t1=1.170615  pval1=0.242593
t2=-1.213751  pval2=0.225650
t3=-1.971521  pval3=0.050679
BLNK avgexpression:10.123125
t1=2.748357  pval1=0.006317
t2=-1.678150  pval2=0.094198
t3=-3.539589  pval3=0.000548
TLL2 avgexpression:6.678670
t1=1.950693  pval1=0.051935
t2=1.318459  pval2=0.188200
t3=-0.688324  pval3=0.492413
CYP26A1 avgexpression:1.739041
t1=1.198955  pval1=0.231400
t2=2.034194  pval2=0.042675
t3=0.500559  pval3=0.617485
TDRD1 avgexpression:3.783595
t1=1.425287  pval1=0.155014
t2=3.605920  pval2=0.000356
t3=1.310196  pval3=0.192322
SORBS1 avgexpression:12.123102
t1=3.940666  pval1=0.000099
t2=4.518202  pval2=0.000009
t3=-0.091398  pval3=0.927310
CRTAC1 avgexpression:4.803911
t1=1.585730  pval1=0.113753
t2=4.844838  pval2=0.000002
t3=2.111435  pval3=0.036551
BAMBI avgexpression:9.279665
t1=-1.795976  pval1=0.073407
t2=2.988008  pval2=0.003003
t3=4.057785  pval3=0.000083
IL11 avgexpression:7.001352
t1=-1.075092  pval1=0.283114
t2=0.534154  pval2=0.593570
t3=1.330049  pval3=0.185712
MYO3A avgexpression:3.873803
t1=0.499126  pval1=0.618021
t2=3.250590  pval2=0.001262
t3=2.185777  pval3=0.030531
WAC avgexpression:13.174269
t1=0.711997  pval1=0.476967
t2=-0.174305  pval2=0.861725
t3=-0.748860  pval3=0.455226
CREM avgexpression:9.987043
t1=1.955113  pval1=0.051408
t2=4.649688  pval2=0.000005
t3=1.580982  pval3=0.116188
NUBP2 avgexpression:11.093445
t1=-1.318795  pval1=0.188147
t2=-1.475554  pval2=0.140950
t3=0.030495  pval3=0.975717
TPSD1 avgexpression:5.544448
t1=1.416114  pval1=0.157680
t2=1.844102  pval2=0.066001
t3=0.154557  pval3=0.877398
SMIM24 avgexpression:11.020338
t1=-0.814145  pval1=0.416145
t2=3.743946  pval2=0.000211
t3=3.321028  pval3=0.001150
HIVEP1 avgexpression:11.220461
t1=0.504640  pval1=0.614147
t2=3.510214  pval2=0.000505
t3=2.209881  pval3=0.028773
TREM2 avgexpression:8.559515
t1=1.138944  pval1=0.255548
t2=-0.971154  pval2=0.332133
t3=-1.727700  pval3=0.086296
KCNK16 avgexpression:1.367887
t1=0.254174  pval1=0.799518
t2=1.643850  pval2=0.101092
t3=1.001378  pval3=0.318409
CRISP3 avgexpression:3.614819
t1=1.178281  pval1=0.239528
t2=4.425758  pval2=0.000013
t3=2.429442  pval3=0.016417
FKBP5 avgexpression:11.623941
t1=1.327374  pval1=0.185297
t2=2.095015  pval2=0.036878
t3=0.459419  pval3=0.646661
SRPK1 avgexpression:11.907696
t1=-1.488149  pval1=0.137661
t2=-4.110598  pval2=0.000049
t3=-1.882330  pval3=0.061912
BRPF3 avgexpression:12.057572
t1=-0.662021  pval1=0.508417
t2=3.699076  pval2=0.000251
t3=3.062435  pval3=0.002643
MRPS18A avgexpression:10.090884
t1=-3.119744  pval1=0.001969
t2=-2.133485  pval2=0.033570
t3=1.178033  pval3=0.240826
PGC avgexpression:12.224239
t1=2.119838  pval1=0.034761
t2=3.199651  pval2=0.001500
t3=0.539748  pval3=0.590247
TMEM14A avgexpression:10.290655
t1=-1.541948  pval1=0.124039
t2=1.530979  pval2=0.126665
t3=2.605269  pval3=0.010194
EFHC1 avgexpression:9.663106
t1=0.412891  pval1=0.679953
t2=7.439672  pval2=0.000000
t3=4.586843  pval3=0.000010
NCR2 avgexpression:1.490486
t1=-0.693663  pval1=0.488379
t2=0.114415  pval2=0.908974
t3=0.624673  pval3=0.533224
HSP90AB1 avgexpression:16.290874
t1=-3.435440  pval1=0.000667
t2=-0.019626  pval2=0.984353
t3=2.952675  pval3=0.003708
MLN avgexpression:1.681025
t1=1.697207  pval1=0.090595
t2=3.194562  pval2=0.001526
t3=1.180982  pval3=0.239656
CDC5L avgexpression:11.851053
t1=-2.536624  pval1=0.011650
t2=0.167756  pval2=0.866871
t3=2.127727  pval3=0.035151
ITPR3 avgexpression:13.943017
t1=-1.302944  pval1=0.193497
t2=-1.399162  pval2=0.162638
t3=0.152376  pval3=0.879114
ZNF184 avgexpression:8.996289
t1=0.248651  pval1=0.803784
t2=-4.161475  pval2=0.000040
t3=-2.969807  pval3=0.003519
DSP avgexpression:14.525605
t1=-1.027697  pval1=0.304841
t2=-0.870694  pval2=0.384510
t3=0.261799  pval3=0.793870
SIRT1 avgexpression:10.681619
t1=1.205664  pval1=0.228805
t2=0.398596  pval2=0.690431
t3=-0.822556  pval3=0.412190
HNRNPH3 avgexpression:12.396273
t1=1.267989  pval1=0.205690
t2=2.083434  pval2=0.037927
t3=0.397471  pval3=0.691638
IFT74 avgexpression:9.185940
t1=0.409120  pval1=0.682716
t2=1.715664  pval2=0.087096
t3=0.816289  pval3=0.415752
JAK2 avgexpression:11.075291
t1=2.501229  pval1=0.012857
t2=-6.473612  pval2=0.000000
t3=-8.095319  pval3=0.000000
IL12RB1 avgexpression:8.302941
t1=2.880352  pval1=0.004230
t2=-0.801330  pval2=0.423476
t3=-3.343462  pval3=0.001067
ABL1 avgexpression:12.955300
t1=-0.150638  pval1=0.880353
t2=2.598031  pval2=0.009766
t3=2.703721  pval3=0.007726
ACOT7 avgexpression:11.759277
t1=-1.903273  pval1=0.057870
t2=-2.701092  pval2=0.007243
t3=-0.419842  pval3=0.675259
SH3GLB1 avgexpression:12.694656
t1=1.026055  pval1=0.305613
t2=-1.458156  pval2=0.145682
t3=-2.097108  pval3=0.037822
CDC7 avgexpression:9.256702
t1=-0.562724  pval1=0.574003
t2=-3.587876  pval2=0.000380
t3=-2.057978  pval3=0.041488
SYDE2 avgexpression:8.714007
t1=-0.037214  pval1=0.970337
t2=3.251349  pval2=0.001259
t3=2.689897  pval3=0.008036
PCSK5 avgexpression:10.973471
t1=-0.539897  pval1=0.589630
t2=4.355027  pval2=0.000017
t3=3.293989  pval3=0.001257
SCD avgexpression:13.580786
t1=-2.314979  pval1=0.021224
t2=-2.009689  pval2=0.045220
t3=0.498474  pval3=0.618949
TMED1 avgexpression:8.042839
t1=-1.638159  pval1=0.102336
t2=-3.171654  pval2=0.001648
t3=-0.739950  pval3=0.460597
ABLIM1 avgexpression:13.514067
t1=-0.712383  pval1=0.476728
t2=-1.951526  pval2=0.051781
t3=-0.841957  pval3=0.401279
ERMP1 avgexpression:11.713091
t1=-2.227826  pval1=0.026562
t2=-2.874099  pval2=0.004296
t3=-0.090523  pval3=0.928004
RAB18 avgexpression:12.213659
t1=1.567432  pval1=0.117966
t2=-3.049094  pval2=0.002468
t3=-3.437494  pval3=0.000778
NRP1 avgexpression:12.039813
t1=1.338534  pval1=0.181638
t2=4.221439  pval2=0.000031
t3=1.734344  pval3=0.085106
PRTFDC1 avgexpression:9.381777
t1=-0.984616  pval1=0.325530
t2=7.206343  pval2=0.000000
t3=5.131853  pval3=0.000001
PALMD avgexpression:8.954480
t1=3.100483  pval1=0.002097
t2=4.504991  pval2=0.000009
t3=0.604227  pval3=0.546692
TSPAN15 avgexpression:12.358387
t1=1.048437  pval1=0.295200
t2=-2.499975  pval2=0.012871
t3=-2.477614  pval3=0.014443
MACROH2A2 avgexpression:9.162055
t1=2.418726  pval1=0.016112
t2=4.695122  pval2=0.000004
t3=1.377288  pval3=0.170669
WASHC2A avgexpression:11.249930
t1=2.609560  pval1=0.009476
t2=1.291526  pval2=0.197362
t3=-1.330716  pval3=0.185493
MAST3 avgexpression:10.773274
t1=-0.048059  pval1=0.961698
t2=-1.178070  pval2=0.239558
t3=-0.735168  pval3=0.463494
MZF1 avgexpression:10.264659
