TSPAN6 avgexpression:6.531377
t3=-2.191791  pval3=0.029796
TCL1A avgexpression:0.615153
t2=-1.454627  pval2=0.146611
t3=-0.828095  pval3=0.408813
ZC3H14 avgexpression:2.893906
t2=-3.629611  pval2=0.000323
t3=-3.111927  pval3=0.002191
TELO2 avgexpression:5.337812
t2=3.813324  pval2=0.000160
t3=2.832486  pval3=0.005195
PCNX1 avgexpression:3.068133
t2=-3.519607  pval2=0.000485
t3=-3.316438  pval3=0.001121
BDKRB1 avgexpression:1.392707
t2=-0.029234  pval2=0.976694
t3=0.034435  pval3=0.972572
GSKIP avgexpression:5.673306
t2=-8.218120  pval2=0.000000
t3=-6.187368  pval3=0.000000
VRK1 avgexpression:4.696758
t2=-3.348879  pval2=0.000894
t3=-2.132912  pval3=0.034411
PSMC1 avgexpression:3.144107
t2=-3.364536  pval2=0.000846
t3=-2.892195  pval3=0.004342
PAPLN avgexpression:1.771573
t2=4.200530  pval2=0.000033
t3=2.764156  pval3=0.006356
RPS6KA5 avgexpression:1.296818
t2=-3.235180  pval2=0.001324
t3=-2.296315  pval3=0.022916
PPP4R3A avgexpression:5.157347
t2=-2.949304  pval2=0.003385
t3=-2.651519  pval3=0.008794
C14orf93 avgexpression:2.971243
t2=6.536602  pval2=0.000000
t3=4.693041  pval3=0.000006
PSMB5 avgexpression:7.888722
t2=-0.631932  pval2=0.527817
t3=0.126661  pval3=0.899363
YY1 avgexpression:5.551242
t2=0.055093  pval2=0.956093
t3=-0.372218  pval3=0.710208
ACIN1 avgexpression:5.584849
t2=-2.061375  pval2=0.039958
t3=-1.155410  pval3=0.249593
CCNB1IP1 avgexpression:5.471266
t2=2.606848  pval2=0.009503
t3=2.633370  pval3=0.009258
TRIP11 avgexpression:3.482376
t2=-2.945542  pval2=0.003426
t3=-2.819985  pval3=0.005391
APEX1 avgexpression:7.947962
t2=0.271389  pval2=0.786241
t3=0.718626  pval3=0.473388
PABPN1 avgexpression:3.207214
t2=0.522930  pval2=0.601333
t3=2.552627  pval3=0.011598
EFS avgexpression:1.763841
t2=0.890287  pval2=0.373884
t3=-0.057420  pval3=0.954280
ARHGAP5 avgexpression:3.373134
t2=-2.260288  pval2=0.024378
t3=-2.620691  pval3=0.009595
CINP avgexpression:4.015501
t2=0.824341  pval2=0.410271
t3=1.373614  pval3=0.171425
DHRS2 avgexpression:0.933626
t2=-0.452196  pval2=0.651390
t3=-0.292892  pval3=0.769972
SRP54 avgexpression:4.365342
t2=-4.083286  pval2=0.000054
t3=-3.409726  pval3=0.000817
CPNE6 avgexpression:0.393630
t2=2.727997  pval2=0.006673
t3=1.897063  pval3=0.059567
CHD8 avgexpression:3.418736
t2=-1.781107  pval2=0.075706
t3=-1.747176  pval3=0.082467
PCK2 avgexpression:6.248268
t2=4.273863  pval2=0.000024
t3=3.508678  pval3=0.000581
PRORP avgexpression:1.651018
t2=-0.481259  pval2=0.630614
t3=-0.113969  pval3=0.909401
DCAF11 avgexpression:5.185576
t2=0.427543  pval2=0.669230
t3=0.264197  pval3=0.791958
PSMA6 avgexpression:2.127896
t2=-2.721012  pval2=0.006812
t3=-1.540451  pval3=0.125366
NFKBIA avgexpression:6.809106
t2=-4.930316  pval2=0.000001
t3=-3.393955  pval3=0.000863
EMC9 avgexpression:4.384482
t2=-2.798116  pval2=0.005406
t3=-0.825462  pval3=0.410301
PSME2 avgexpression:7.093919
t2=-6.615136  pval2=0.000000
t3=-4.153328  pval3=0.000052
BRMS1L avgexpression:2.536434
t2=-0.946704  pval2=0.344401
t3=-0.766044  pval3=0.444745
REC8 avgexpression:2.597097
t2=-1.429434  pval2=0.153714
t3=-0.789456  pval3=0.430979
TM9SF1 avgexpression:2.120983
t2=-2.095238  pval2=0.036822
t3=-0.738791  pval3=0.461083
SEC23A avgexpression:4.713986
t2=-0.595645  pval2=0.551773
t3=-1.433717  pval3=0.153545
GMPR2 avgexpression:5.566250
t2=0.219968  pval2=0.826016
t3=0.408646  pval3=0.683330
PNN avgexpression:6.083314
t2=-1.135800  pval2=0.256768
t3=-0.410482  pval3=0.681985
RABGGTA avgexpression:4.737971
t2=-1.178712  pval2=0.239262
t3=-0.477149  pval3=0.633887
NFATC4 avgexpression:2.548895
t2=2.846621  pval2=0.004662
t3=1.705165  pval3=0.090046
PLTP avgexpression:6.403213
t2=6.147846  pval2=0.000000
t3=4.754947  pval3=0.000004
PCIF1 avgexpression:5.824214
t2=7.997060  pval2=0.000000
t3=4.806372  pval3=0.000003
GSS avgexpression:5.873244
t2=7.330036  pval2=0.000000
t3=4.690856  pval3=0.000006
MMP9 avgexpression:4.985939
t2=-2.863291  pval2=0.004429
t3=-2.232612  pval3=0.026920
VSX1 avgexpression:0.042235
t2=2.487493  pval2=0.013300
t3=2.067761  pval3=0.040223
TRPC4AP avgexpression:7.193488
t2=8.004050  pval2=0.000000
t3=4.903110  pval3=0.000002
PYGB avgexpression:8.468587
t2=5.231850  pval2=0.000000
t3=2.440025  pval3=0.015745
ABHD12 avgexpression:6.142599
t2=7.505532  pval2=0.000000
t3=5.160148  pval3=0.000001
PROCR avgexpression:5.706697
t2=0.610540  pval2=0.541875
t3=0.467613  pval3=0.640679
GINS1 avgexpression:4.540571
t2=1.042548  pval2=0.297831
t3=-0.090552  pval3=0.927959
NINL avgexpression:1.950129
t2=6.359635  pval2=0.000000
t3=3.502026  pval3=0.000594
CD40 avgexpression:3.718691
t2=-3.990324  pval2=0.000079
t3=-3.143796  pval3=0.001978
UQCC1 avgexpression:4.682467
t2=9.108552  pval2=0.000000
t3=6.094927  pval3=0.000000
ZMYND8 avgexpression:5.205128
t2=12.613522  pval2=0.000000
t3=9.073929  pval3=0.000000
SGK2 avgexpression:3.527454
t2=11.655164  pval2=0.000000
t3=7.818576  pval3=0.000000
IFT52 avgexpression:5.307345
t2=8.414254  pval2=0.000000
t3=4.818362  pval3=0.000003
MYBL2 avgexpression:6.679094
t2=5.304660  pval2=0.000000
t3=4.000565  pval3=0.000095
R3HDML avgexpression:1.907199
t2=12.119337  pval2=0.000000
t3=9.570569  pval3=0.000000
HNF4A avgexpression:6.918228
t2=9.754419  pval2=0.000000
t3=6.114170  pval3=0.000000
NDRG3 avgexpression:5.729183
t2=6.126414  pval2=0.000000
t3=4.229273  pval3=0.000039
SLA2 avgexpression:1.596242
t2=-8.391276  pval2=0.000000
t3=-6.436353  pval3=0.000000
RAB5IF avgexpression:3.372682
t2=3.276729  pval2=0.001148
t3=2.854881  pval3=0.004858
NFATC2 avgexpression:2.876894
t2=6.073484  pval2=0.000000
t3=2.897569  pval3=0.004272
RIMS4 avgexpression:0.195326
t2=1.895286  pval2=0.058825
t3=1.111749  pval3=0.267863
PABPC1L avgexpression:3.703453
t2=6.330475  pval2=0.000000
t3=6.304068  pval3=0.000000
STK4 avgexpression:4.577108
t2=4.631011  pval2=0.000005
t3=3.036576  pval3=0.002782
SALL4 avgexpression:1.797292
t2=7.510861  pval2=0.000000
t3=6.242782  pval3=0.000000
ADNP avgexpression:5.669464
t2=7.337599  pval2=0.000000
t3=4.802123  pval3=0.000004
PFDN4 avgexpression:5.337194
t2=6.625848  pval2=0.000000
t3=4.348107  pval3=0.000024
DOK5 avgexpression:1.163123
t2=-1.249514  pval2=0.212259
t3=-1.426209  pval3=0.155697
CSTF1 avgexpression:4.968037
t2=6.342405  pval2=0.000000
t3=3.829456  pval3=0.000182
BMP7 avgexpression:3.554435
t2=4.146141  pval2=0.000042
t3=3.765459  pval3=0.000231
RAE1 avgexpression:5.098439
t2=7.549212  pval2=0.000000
t3=5.186839  pval3=0.000001
TPD52L2 avgexpression:6.781191
t2=6.269147  pval2=0.000000
t3=4.462862  pval3=0.000015
DNAJC5 avgexpression:6.398722
t2=8.401987  pval2=0.000000
t3=5.498809  pval3=0.000000
NELFCD avgexpression:6.085389
t2=8.801292  pval2=0.000000
t3=6.434920  pval3=0.000000
CTSZ avgexpression:8.625680
t2=2.102064  pval2=0.036216
t3=1.519487  pval3=0.130554
PRPF6 avgexpression:7.524790
t2=8.049099  pval2=0.000000
t3=5.214766  pval3=0.000001
TUBB1 avgexpression:0.421165
t2=2.537872  pval2=0.011558
t3=2.263900  pval3=0.024883
PRELID3B avgexpression:7.673588
t2=6.718607  pval2=0.000000
t3=3.782391  pval3=0.000217
HRH3 avgexpression:0.065468
t2=1.150750  pval2=0.250570
t3=0.969430  pval3=0.333750
MTG2 avgexpression:4.808271
t2=8.120139  pval2=0.000000
t3=5.550455  pval3=0.000000
PSMA7 avgexpression:8.992423
t2=6.970407  pval2=0.000000
t3=4.619118  pval3=0.000008
SLCO4A1 avgexpression:5.363090
t2=2.874192  pval2=0.004282
t3=2.448539  pval3=0.015390
NTSR1 avgexpression:1.137403
t2=-2.888592  pval2=0.004095
t3=-2.677352  pval3=0.008170
MRGBP avgexpression:5.494557
t2=4.972270  pval2=0.000001
t3=3.082468  pval3=0.002407
TCFL5 avgexpression:4.044658
t2=6.342433  pval2=0.000000
t3=4.346279  pval3=0.000024
DIDO1 avgexpression:4.620915
t2=8.220898  pval2=0.000000
t3=5.714648  pval3=0.000000
GID8 avgexpression:6.313418
t2=8.997859  pval2=0.000000
t3=6.500624  pval3=0.000000
SLC17A9 avgexpression:4.480635
t2=2.071523  pval2=0.038995
t3=1.761795  pval3=0.079956
BIRC7 avgexpression:1.084045
t2=1.110851  pval2=0.267346
t3=1.819563  pval3=0.070638
NKAIN4 avgexpression:0.535252
t2=1.838635  pval2=0.066762
t3=1.508150  pval3=0.133429
ARFGAP1 avgexpression:5.775240
t2=5.835251  pval2=0.000000
t3=4.518622  pval3=0.000012
AVP avgexpression:0.022500
t2=0.491666  pval2=0.623244
t3=1.324450  pval3=0.187185
COL20A1 avgexpression:0.038996
t2=0.644418  pval2=0.519699
t3=0.145225  pval3=0.884710
CHRNA4 avgexpression:0.023677
t2=0.614665  pval2=0.539150
t3=1.030607  pval3=0.304233
EEF1A2 avgexpression:0.892268
t2=0.375272  pval2=0.707671
t3=0.006290  pval3=0.994989
PTK6 avgexpression:6.164137
t2=8.076506  pval2=0.000000
t3=4.286104  pval3=0.000031
GMEB2 avgexpression:4.508623
t2=8.475352  pval2=0.000000
t3=5.756277  pval3=0.000000
C20orf27 avgexpression:6.530370
t2=3.058465  pval2=0.002385
t3=2.085469  pval3=0.038566
SPEF1 avgexpression:0.349680
t2=-2.373920  pval2=0.018105
t3=-1.231183  pval3=0.220007
CDC25B avgexpression:6.709786
t2=0.133343  pval2=0.893994
t3=-0.206071  pval3=0.836990
ISM1 avgexpression:1.427180
t2=0.703145  pval2=0.482403
t3=-0.274092  pval3=0.784357
RNF24 avgexpression:3.453481
t2=-2.795447  pval2=0.005450
t3=-3.476701  pval3=0.000649
ARFRP1 avgexpression:4.524834
t2=5.787062  pval2=0.000000
t3=4.209108  pval3=0.000042
NDUFAF5 avgexpression:2.913990
t2=0.002023  pval2=0.998387
t3=-0.657612  pval3=0.511704
SEL1L2 avgexpression:0.037128
t2=1.044123  pval2=0.297103
t3=0.059252  pval3=0.952823
TRIB3 avgexpression:6.013881
t2=4.849394  pval2=0.000002
t3=3.115922  pval3=0.002163
RASSF2 avgexpression:2.915056
t2=-2.774763  pval2=0.005801
t3=-2.695426  pval3=0.007758
CSNK2A1 avgexpression:3.898524
t2=0.953313  pval2=0.341047
t3=-0.387046  pval3=0.699221
SLC52A3 avgexpression:4.133667
t2=5.521157  pval2=0.000000
t3=3.583544  pval3=0.000446
ANGPT4 avgexpression:0.106977
t2=0.792562  pval2=0.428536
t3=1.032535  pval3=0.303333
RSPO4 avgexpression:0.365313
t2=2.800416  pval2=0.005369
t3=3.231618  pval3=0.001486
CDS2 avgexpression:4.115980
t2=3.181810  pval2=0.001586
t3=0.590654  pval3=0.555561
PROKR2 avgexpression:0.021778
t2=0.898943  pval2=0.369261
t3=0.374533  pval3=0.708489
HM13 avgexpression:6.385035
t2=5.691901  pval2=0.000000
t3=4.545567  pval3=0.000011
SNPH avgexpression:1.706462
t2=-7.858807  pval2=0.000000
t3=-5.198247  pval3=0.000001
MYLK2 avgexpression:0.425290
t2=0.444681  pval2=0.656807
t3=-0.765985  pval3=0.444780
SIRPB1 avgexpression:0.601809
t2=-6.138960  pval2=0.000000
t3=-5.599569  pval3=0.000000
SEC23B avgexpression:6.273261
t2=-0.242691  pval2=0.808378
t3=-1.496222  pval3=0.136506
FERMT1 avgexpression:7.305993
t2=6.756358  pval2=0.000000
t3=4.451325  pval3=0.000016
HAO1 avgexpression:0.039824
t2=-0.753119  pval2=0.451852
t3=-1.297794  pval3=0.196170
PDYN avgexpression:0.023393
t2=0.509604  pval2=0.610629
t3=-0.451833  pval3=0.651982
CCM2L avgexpression:1.056782
t2=0.536931  pval2=0.591635
t3=0.525023  pval3=0.600272
PLCB4 avgexpression:5.434030
t2=11.558905  pval2=0.000000
t3=7.923287  pval3=0.000000
MYL9 avgexpression:7.262720
t2=1.849997  pval2=0.065103
t3=0.374284  pval3=0.708674
HCK avgexpression:3.713567
t2=-5.591433  pval2=0.000000
t3=-4.475180  pval3=0.000014
TM9SF4 avgexpression:6.707052
t2=10.094318  pval2=0.000000
t3=6.870866  pval3=0.000000
TLDC2 avgexpression:3.395501
t2=6.944740  pval2=0.000000
t3=4.211995  pval3=0.000042
CRNKL1 avgexpression:4.920894
t2=1.895916  pval2=0.058742
t3=0.379114  pval3=0.705091
POFUT1 avgexpression:6.158875
t2=13.555930  pval2=0.000000
t3=8.926129  pval3=0.000000
SAMHD1 avgexpression:4.396912
t2=-5.160742  pval2=0.000000
t3=-4.546732  pval3=0.000010
PAK5 avgexpression:0.069446
t2=-0.607714  pval2=0.543746
t3=-1.765398  pval3=0.079347
KIF3B avgexpression:5.717129
t2=8.815814  pval2=0.000000
t3=5.829731  pval3=0.000000
MROH8 avgexpression:0.943779
t2=2.743411  pval2=0.006373
t3=0.745129  pval3=0.457254
NOP56 avgexpression:6.518528
t2=0.936321  pval2=0.349712
t3=0.943690  pval3=0.346708
MANBAL avgexpression:6.650751
t2=5.258882  pval2=0.000000
t3=4.250556  pval3=0.000036
IDH3B avgexpression:6.853973
t2=3.006744  pval2=0.002819
t3=1.868564  pval3=0.063456
MAPRE1 avgexpression:7.788589
t2=7.338896  pval2=0.000000
t3=4.783583  pval3=0.000004
JAG1 avgexpression:5.120785
t2=-0.805202  pval2=0.421215
t3=-1.356063  pval3=0.176932
CDK5RAP1 avgexpression:4.723240
t2=7.597773  pval2=0.000000
t3=5.516540  pval3=0.000000
SNTA1 avgexpression:3.823556
t2=2.933379  pval2=0.003560
t3=2.483329  pval3=0.014015
OXT avgexpression:0.451142
t2=1.691817  pval2=0.091514
t3=1.037211  pval3=0.301155
TTI1 avgexpression:4.942301
t2=8.433511  pval2=0.000000
t3=5.934244  pval3=0.000000
E2F1 avgexpression:5.135725
t2=3.756508  pval2=0.000200
t3=2.260521  pval3=0.025096
RPRD1B avgexpression:5.045285
t2=6.478347  pval2=0.000000
t3=4.331863  pval3=0.000026
PXMP4 avgexpression:3.941836
t2=11.327051  pval2=0.000000
t3=7.116383  pval3=0.000000
CHMP4B avgexpression:9.132317
t2=10.482110  pval2=0.000000
t3=6.721592  pval3=0.000000
BPI avgexpression:0.245857
t2=3.198731  pval2=0.001498
t3=3.024140  pval3=0.002892
CST9L avgexpression:0.009416
t2=0.583493  pval2=0.559913
t3=0.568362  pval3=0.570562
SLC32A1 avgexpression:0.033004
t2=0.834997  pval2=0.404253
t3=1.082165  pval3=0.280758
CST3 avgexpression:8.402918
t2=5.322550  pval2=0.000000
t3=2.859826  pval3=0.004787
ASIP avgexpression:0.594773
t2=1.282638  pval2=0.200413
t3=1.888461  pval3=0.060719
CST4 avgexpression:1.053342
t2=3.054018  pval2=0.002420
t3=2.991516  pval3=0.003202
ACTR5 avgexpression:4.400914
t2=6.315760  pval2=0.000000
t3=4.646227  pval3=0.000007
WFDC2 avgexpression:5.413932
t2=2.504977  pval2=0.012670
t3=2.849963  pval3=0.004930
AHCY avgexpression:8.167817
t2=6.663838  pval2=0.000000
t3=4.585162  pval3=0.000009
PPP1R16B avgexpression:2.135277
t2=-4.819911  pval2=0.000002
t3=-3.994387  pval3=0.000098
SPINT3 avgexpression:0.010873
t2=0.011962  pval2=0.990462
t3=-0.738518  pval3=0.461249
FAM83D avgexpression:5.448246
t2=1.370738  pval2=0.171279
t3=-0.096542  pval3=0.923207
EPPIN avgexpression:0.038969
t2=1.550090  pval2=0.121966
t3=1.896166  pval3=0.059686
DHX35 avgexpression:3.829486
t2=8.483369  pval2=0.000000
t3=5.882406  pval3=0.000000
DNTTIP1 avgexpression:6.766749
t2=8.264785  pval2=0.000000
t3=5.881899  pval3=0.000000
MAP1LC3A avgexpression:6.011361
t2=9.337036  pval2=0.000000
t3=5.826663  pval3=0.000000
SYNDIG1 avgexpression:1.903253
t2=0.121940  pval2=0.903012
t3=-0.726948  pval3=0.468288
PIGU avgexpression:5.895519
t2=9.904679  pval2=0.000000
t3=6.611415  pval3=0.000000
TNNC2 avgexpression:4.624448
t2=16.141804  pval2=0.000000
t3=13.512671  pval3=0.000000
ACOT8 avgexpression:4.358213
t2=10.612270  pval2=0.000000
t3=7.267629  pval3=0.000000
APMAP avgexpression:7.603623
t2=5.726946  pval2=0.000000
t3=4.104996  pval3=0.000063
CELF4 avgexpression:0.152345
t2=0.084163  pval2=0.932972
t3=0.136614  pval3=0.891503
ZNF516 avgexpression:2.679360
t2=-3.515747  pval2=0.000492
t3=-2.266707  pval3=0.024707
CDH20 avgexpression:0.061468
t2=-2.421372  pval2=0.015937
t3=-2.096482  pval3=0.037565
ADNP2 avgexpression:4.135976
t2=-8.749150  pval2=0.000000
t3=-7.310059  pval3=0.000000
RBFA avgexpression:2.343838
t2=-6.792497  pval2=0.000000
t3=-4.158709  pval3=0.000051
USP14 avgexpression:5.188093
t2=-6.272525  pval2=0.000000
t3=-5.104426  pval3=0.000001
VAPA avgexpression:4.926375
t2=-7.433938  pval2=0.000000
t3=-6.419877  pval3=0.000000
METTL4 avgexpression:2.629541
t2=-4.554232  pval2=0.000007
t3=-4.175328  pval3=0.000048
LPIN2 avgexpression:4.569242
t2=-4.211134  pval2=0.000032
t3=-3.242438  pval3=0.001434
SMCHD1 avgexpression:3.508969
t2=-8.153137  pval2=0.000000
t3=-7.409419  pval3=0.000000
MYOM1 avgexpression:1.009221
t2=1.043420  pval2=0.297428
t3=0.499443  pval3=0.618133
MYL12A avgexpression:7.632314
t2=-4.208231  pval2=0.000032
t3=-2.690002  pval3=0.007880
CEP76 avgexpression:2.239051
t2=-7.375448  pval2=0.000000
t3=-4.919788  pval3=0.000002
ST8SIA5 avgexpression:0.044437
t2=-0.165184  pval2=0.868889
t3=-1.549901  pval3=0.123081
CEP192 avgexpression:3.081081
t2=-4.519313  pval2=0.000008
t3=-3.944139  pval3=0.000118
RNMT avgexpression:4.112871
t2=-4.469324  pval2=0.000010
t3=-3.778351  pval3=0.000220
SMAD7 avgexpression:4.068372
t2=5.232666  pval2=0.000000
t3=3.350938  pval3=0.000998
LIPG avgexpression:3.266687
t2=-4.155411  pval2=0.000040
t3=-3.383711  pval3=0.000893
LAMA1 avgexpression:0.705360
t2=-2.120543  pval2=0.034618
t3=-2.148446  pval3=0.033137
RNF125 avgexpression:2.392347
t2=-9.299476  pval2=0.000000
t3=-7.548098  pval3=0.000000
ANKRD12 avgexpression:2.782106
t2=-3.382550  pval2=0.000794
t3=-3.316875  pval3=0.001120
NOL4 avgexpression:0.200892
t2=-0.631817  pval2=0.527893
t3=1.431162  pval3=0.154275
POLI avgexpression:2.013179
t2=-1.917476  pval2=0.055939
t3=-1.328557  pval3=0.185829
MIB1 avgexpression:3.639750
t2=-3.368578  pval2=0.000834
t3=-3.208865  pval3=0.001601
RBBP8 avgexpression:4.148502
t2=-6.124992  pval2=0.000000
t3=-5.215170  pval3=0.000001
RIOK3 avgexpression:5.587420
t2=-4.731733  pval2=0.000003
t3=-4.551994  pval3=0.000010
CSTF2 avgexpression:5.335544
t2=-1.823351  pval2=0.069048
t3=-1.884952  pval3=0.061195
H2BW2 avgexpression:0.016196
t2=1.213340  pval2=0.225765
t3=0.885644  pval3=0.377098
MXRA5 avgexpression:4.426599
t2=-2.026316  pval2=0.043442
t3=-1.783743  pval3=0.076303
VSIG1 avgexpression:0.660974
t2=-3.583691  pval2=0.000384
t3=-0.691360  pval3=0.490311
PSMD10 avgexpression:6.018305
t2=4.394450  pval2=0.000014
t3=1.203639  pval3=0.230453
ATG4A avgexpression:4.000038
t2=0.234581  pval2=0.814662
t3=-1.716112  pval3=0.088018
STS avgexpression:2.634927
t2=-7.000122  pval2=0.000000
t3=-5.206512  pval3=0.000001
TBL1X avgexpression:3.519816
t2=-2.655712  pval2=0.008253
t3=-2.572166  pval3=0.010988
GPR143 avgexpression:2.821580
t2=11.953708  pval2=0.000000
t3=7.198317  pval3=0.000000
PGRMC1 avgexpression:8.214738
t2=8.135623  pval2=0.000000
t3=4.873208  pval3=0.000003
POLA1 avgexpression:2.912706
t2=2.653530  pval2=0.008305
t3=0.624025  pval3=0.533473
MID1 avgexpression:3.813091
t2=1.397662  pval2=0.163043
t3=-1.590272  pval3=0.113688
NKAP avgexpression:2.989422
t2=4.719293  pval2=0.000003
t3=2.519258  pval3=0.012711
RHOXF1 avgexpression:0.363433
t2=-1.421001  pval2=0.156150
t3=-0.367609  pval3=0.713636
NXT2 avgexpression:4.160270
t2=1.998320  pval2=0.046406
t3=-0.207059  pval3=0.836219
GUCY2F avgexpression:0.014813
t2=0.498577  pval2=0.618371
t3=-1.879742  pval3=0.061906
ATP1B4 avgexpression:0.013784
t2=0.652962  pval2=0.514182
t3=0.638625  pval3=0.523953
MCTS2P avgexpression:0.000000
t2=nan  pval2=nan
t3=nan  pval3=nan
ALG13 avgexpression:3.603073
t2=0.087962  pval2=0.929954
t3=-0.537088  pval3=0.591930
PRPS2 avgexpression:6.649534
t2=1.874823  pval2=0.061596
t3=-0.036807  pval3=0.970683
TLR8 avgexpression:1.257842
t2=-7.491420  pval2=0.000000
t3=-5.759918  pval3=0.000000
MOSPD1 avgexpression:4.065080
t2=6.351226  pval2=0.000000
t3=3.738486  pval3=0.000255
AMMECR1 avgexpression:3.837287
t2=0.831555  pval2=0.406190
t3=-0.051637  pval3=0.958880
CHRDL1 avgexpression:2.177340
t2=1.931955  pval2=0.054120
t3=0.304485  pval3=0.761142
WDR13 avgexpression:5.167718
t2=6.175200  pval2=0.000000
t3=3.684457  pval3=0.000310
SUV39H1 avgexpression:4.108539
t2=2.412575  pval2=0.016321
t3=1.288313  pval3=0.199441
PAGE4 avgexpression:0.034063
t2=1.105251  pval2=0.269761
t3=0.772240  pval3=0.441077
SRPX avgexpression:2.945838
t2=-2.725114  pval2=0.006730
t3=-3.058835  pval3=0.002594
GLRA2 avgexpression:0.939774
t2=6.806426  pval2=0.000000
t3=3.502861  pval3=0.000592
XIAP avgexpression:4.922941
t2=3.614884  pval2=0.000342
t3=1.227972  pval3=0.221206
STAG2 avgexpression:5.506284
t2=4.290821  pval2=0.000023
t3=1.859412  pval3=0.064749
ATP11C avgexpression:3.346544
t2=0.699573  pval2=0.484629
t3=-0.870371  pval3=0.385362
MCF2 avgexpression:0.073002
t2=0.295628  pval2=0.767678
t3=-0.325276  pval3=0.745384
F9 avgexpression:0.007730
t2=1.022910  pval2=0.307012
t3=0.856285  pval3=0.393082
ABCD1 avgexpression:4.087522
t2=1.675964  pval2=0.094581
t3=0.354684  pval3=0.723279
CCDC22 avgexpression:5.353189
t2=6.484104  pval2=0.000000
t3=3.328201  pval3=0.001078
CACNA1F avgexpression:0.386829
t2=-0.956522  pval2=0.339426
t3=-0.146860  pval3=0.883422
SYP avgexpression:1.342407
t2=1.936319  pval2=0.053582
t3=0.708593  pval3=0.479577
PLP2 avgexpression:8.406684
t2=4.105467  pval2=0.000050
t3=3.498043  pval3=0.000602
BMX avgexpression:1.348705
t2=2.548844  pval2=0.011207
t3=1.602775  pval3=0.110897
LUZP4 avgexpression:0.017586
t2=1.022164  pval2=0.307364
t3=1.195686  pval3=0.233535
PLS3 avgexpression:6.331449
t2=2.358805  pval2=0.018848
t3=-0.233817  pval3=0.815417
NAA10 avgexpression:4.421214
t2=3.506124  pval2=0.000510
t3=3.136654  pval3=0.002024
RENBP avgexpression:3.361052
t2=1.114381  pval2=0.265831
t3=-0.421635  pval3=0.673841
ELF4 avgexpression:5.478033
t2=6.662912  pval2=0.000000
t3=3.655627  pval3=0.000345
SMARCA1 avgexpression:2.845167
t2=0.617051  pval2=0.537576
t3=-0.267033  pval3=0.789778
MTMR8 avgexpression:1.663669
t2=7.143565  pval2=0.000000
t3=4.427487  pval3=0.000017
ASB9 avgexpression:3.286483
t2=4.096921  pval2=0.000051
t3=1.768078  pval3=0.078896
ZC3H12B avgexpression:1.381931
t2=7.310123  pval2=0.000000
t3=4.416501  pval3=0.000018
RBBP7 avgexpression:6.151057
t2=3.886928  pval2=0.000120
t3=2.045450  pval3=0.042398
PPP1R2C avgexpression:0.015503
t2=0.473393  pval2=0.636209
t3=0.896475  pval3=0.371305
KCND1 avgexpression:1.098239
t2=-1.369276  pval2=0.171735
t3=-1.712270  pval3=0.088726
OPN1LW avgexpression:0.007657
t2=0.640581  pval2=0.522188
t3=-0.984715  pval3=0.326206
SLC25A14 avgexpression:3.235130
t2=4.573179  pval2=0.000007
t3=3.020245  pval3=0.002928
FMR1 avgexpression:4.383284
t2=3.745914  pval2=0.000208
t3=1.725451  pval3=0.086318
PIM2 avgexpression:5.340599
t2=-0.507642  pval2=0.612004
t3=-0.602884  pval3=0.547414
SCML2 avgexpression:1.799949
t2=2.885119  pval2=0.004139
t3=0.995148  pval3=0.321122
SLC35A2 avgexpression:5.798416
t2=5.269280  pval2=0.000000
t3=3.570688  pval3=0.000467
PQBP1 avgexpression:6.073361
t2=6.203256  pval2=0.000000
t3=4.159494  pval3=0.000051
RS1 avgexpression:0.025643
t2=-0.570876  pval2=0.568427
t3=0.822303  pval3=0.412091
PCSK1N avgexpression:2.081490
t2=5.539065  pval2=0.000000
t3=4.480502  pval3=0.000014
EMD avgexpression:6.785062
t2=5.100102  pval2=0.000001
t3=3.305564  pval3=0.001163
TAZ avgexpression:3.976102
t2=7.418625  pval2=0.000000
t3=5.728466  pval3=0.000000
RAB40AL avgexpression:0.048486
t2=1.223916  pval2=0.221755
t3=1.602975  pval3=0.110853
PGK1 avgexpression:8.545733
t2=-0.254088  pval2=0.799567
t3=-0.553879  pval3=0.580412
GATA1 avgexpression:0.293126
t2=2.026600  pval2=0.043412
t3=1.567151  pval3=0.118995
MAGT1 avgexpression:6.158999
t2=2.525464  pval2=0.011967
t3=0.850889  pval3=0.396064
SMS avgexpression:7.336578
t2=0.011752  pval2=0.990629
t3=-0.596411  pval3=0.551718
PHEX avgexpression:0.393645
t2=-1.292407  pval2=0.197014
t3=-1.216572  pval3=0.225504
UBL4A avgexpression:6.340292
t2=4.756334  pval2=0.000003
t3=2.267434  pval3=0.024661
CD99L2 avgexpression:4.128045
t2=3.935060  pval2=0.000099
t3=0.519423  pval3=0.604162
EEA1 avgexpression:3.554237
t2=2.312892  pval2=0.021271
t3=0.422394  pval3=0.673288
GPR50 avgexpression:0.029360
t2=0.659611  pval2=0.509909
t3=1.093348  pval3=0.275835
RP2 avgexpression:4.625770
t2=2.218505  pval2=0.027120
t3=-0.543506  pval3=0.587515
JADE3 avgexpression:3.840518
t2=6.556679  pval2=0.000000
t3=4.783132  pval3=0.000004
CDK16 avgexpression:5.828111
t2=0.055154  pval2=0.956045
t3=-0.018564  pval3=0.985212
USP11 avgexpression:5.132178
t2=4.420457  pval2=0.000013
t3=2.058948  pval3=0.041071
