USP17L20    TAF11L9    1.0
KIF2B    TSGA13    0.9437153260813764
KCNMB1    SYNM    0.9436451836431012
PAGE1    SSX5    0.9436396662888432
CLCA2    SNX31    0.9436373246161712
LIMS2    ARHGEF25    0.9436173383682928
TEKT1    ZBTB8B    0.9436163215618832
SORBS1    PRICKLE2    0.9436061658410998
LCE1C    CDC14C    0.94358992127999
CPB2    PAH    0.9435514966362082
FEV    OR2T4    0.9435145439562752
TMPRSS11E    KRT6A    0.9435017176067876
PRICKLE2    MSRB3    0.9434917360301291
TGM3    GBP6    0.9434764158771384
CNN1    CASQ1    0.9434283972093392
RGS8    FCRLB    0.9434133352086964
DSG3    DENND2C    0.9434103494197932
ACSM2B    PAH    0.943406196227341
TP53AIP1    DSC3    0.9433974562928396
CABP5    DPPA4    0.9433767841135356
KCNMB1    FLNA    0.943368664381974
ATP2B4    FILIP1    0.943359714319252
P2RY8    SHISA8    0.9433586933160693
FLNC    SYNM    0.9433478769358092
CA5A    ACSM2A    0.9433309164714698
CFL2    C8orf88    0.943301885918189
FLNC    HSPB7    0.943293741084564
RNF222    ADH7    0.943280374579603
AFM    FGG    0.9432590584280754
LDB3    C8orf88    0.9432496228415476
AQP12B    PRSS2    0.9432112774088002
OR6Y1    PRAMEF20    0.9431968065994192
GH2    PSG3    0.9431591112311424
TNS1    TAGLN    0.9431564304651492
PGLYRP3    KLK13    0.943131940363812
LDB3    FLNA    0.9431120556287528
MYO1G    SLA    0.9430624825743046
SBSN    KRT6A    0.9430387103361604
ZIM3    CATSPERD    0.9430170732800354
LIMS2    ASB2    0.9430088531980158
HHATL    PNMA6F    0.9429981254842268
MRGPRF    SMTN    0.9429771459016444
GJB2    TMPRSS11A    0.9429596722452714
MIEN1    PGAP3    0.9429488562218614
PDZD4    LMOD1    0.9429484187086054
ENDOU    EPGN    0.9429411170547716
AOC3    BHMT2    0.942933663461429
OR7D4    CATSPERD    0.9429151675497626
AVIL    SH2D7    0.9429135295351504
CLIP3    CALD1    0.9428530583946008
DIXDC1    FLNA    0.9428485143497184
CLIP3    LMOD1    0.9428268821551462
PRICKLE2    RNF150    0.9427735158149548
IL1RN    KRT13    0.9427653039168908
C20orf85    USP17L22    0.942748993634353
DLL3    BAALC    0.9427342248860862
DSC3    KRT15    0.9426893174789374
SPARCL1    MSRB3    0.9426584060087108
VSIG10L    PAX9    0.942649469198922
MYLK    C8orf88    0.9426191931160568
TP53AIP1    A2ML1    0.9425860761367268
CAPSL    CFAP77    0.9425859926506638
TACR2    CNN1    0.9425785314063349
AOC3    FLNA    0.942576824679867
CRYAB    TAGLN    0.94256614629584
KRTDAP    SPRR2E    0.9425568752760212
CERS3    BNIPL    0.942549686554044
PPL    USH1G    0.94253425973497
ALOX12    A2ML1    0.9425289453595684
PSKH2    POU3F1    0.9425115112486606
PPP1R12B    FLNA    0.9424992096439492
IVL    PAX9    0.9424963495569172
SPANXB1    TSPY9P    0.9424768203320908
ATP2B4    MSRB3    0.942441280911193
CERS3    KRT13    0.9424257797941292
MYOCD    DMD    0.9424020516081216
FLNC    CFL2    0.9423882005360916
CACNG3    TEX11    0.942382243597116
ATP2B4    SORBS1    0.9423552074865866
TGM5    MUC21    0.9423311589901704
RGS8    SERPINA9    0.9423304169206111
DMPK    TPM2    0.9423219461033032
DMP1    GPR37L1    0.942298718889908
LMOD1    FBXL22    0.942296262344367
GPR32    PRDM14    0.9422815056045536
TNS1    ARHGEF25    0.9422299572158692
CAP2    ANGPTL1    0.9422273052127064
GH2    SPRR4    0.9422126050218372
LMOD1    SVIL    0.942204563683156
CLCA2    EPGN    0.9421871584443682
FCRLB    HPGDS    0.942185364565848
NXT2    ALG13    0.9421664156201948
CABP5    CATSPERD    0.942156109192078
HPGDS    AADACL2    0.9421558473948022
IL1RN    RNF222    0.9421392443410104
KIF5C    OPCML    0.9421150352414344
KRTAP9-7    KRT25    0.9421023376839188
ASB2    BVES    0.942049882851156
PPP1R12B    DNAJB5    0.9420310870262856
HSPB8    TPM2    0.9419371681755804
SRRM4    POU4F1    0.941936550428242
ASB2    KCNMB1    0.9419255556052004
DEFB114    DEFB110    0.9419139227619784
JPH2    PDLIM3    0.941890206150943
TREH    CYP3A4    0.9418853235125156
SPANXB1    TSPY10    0.9418733103361364
CACNA1A    KIF5C    0.941866079538508
RAET1E    KRT3    0.9418618974102192
IGLL1    MIXL1    0.9418549902707142
FGG    CCL16    0.941834299473791
FABP4    ADIPOQ    0.9418244272631612
PRAMEF19    TEX50    0.9418170348198406
OR7D4    ARGFX    0.9418110427627948
CERS3    TMEM79    0.941749539183646
FOXN1    CERS3    0.9417476911365518
SNTG1    ACSM2A    0.941739672456002
SLC5A4    S100G    0.9417086577671088
DIXDC1    KCNMA1    0.941680901613345
CLCA4    RHCG    0.941679206199504
MYL9    DMPK    0.941658281969664
TNS1    SVIL    0.941647210850937
LPXN    FCRLB    0.9416383721188128
IFNK    OVCH2    0.941631880722543
ATP2B4    BVES    0.9416182984186944
LMOD1    PLN    0.941601807056447
CABP5    KIF2B    0.9415659128147438
CRYAB    KCNMB1    0.9415575926587122
LDB3    DMD    0.9415322106470988
KLK13    RNF222    0.941512400386798
PRR23B    LRRC30    0.9415041192524164
KIF2B    OR3A3    0.9414851889326536
SAG    PPEF2    0.9414716726375022
CLCA2    KRT78    0.941470663498458
PDLIM3    HSPB7    0.94146818334952
CRX    CABP5    0.9414679788178312
CAP2    DMD    0.941464858972187
KRTDAP    LIPK    0.9414006416043168
GYS2    KRT13    0.9413831687564802
PPL    CSTA    0.9413758978245652
FILIP1    FBXL22    0.9413283021755916
MYH11    NEGR1    0.9413206270692864
AHSG    FGG    0.9412930251062668
CAP2    TPM1    0.9412252456836766
LY6G6D    LY6G6F-LY6G6D    0.9412245815532828
ITGA7    LMOD1    0.9412058523813176
S100A8    EPGN    0.9412017796972656
FLNA    ARHGEF25    0.941199086030462
FILIP1    PRICKLE2    0.9411866919837246
FERMT2    MYOCD    0.941181389982202
IRAG1    PDLIM3    0.9411719303053936
ATP1A2    LMOD1    0.941170936400208
SCEL    S100A8    0.9411541383511168
HSPB7    FLNA    0.9411255010867744
SPRR4    LIPK    0.9411185922042924
TAGLN    HSPB8    0.9411169388286156
NLRP8    OR2Z1    0.9411135766412086
TEKT1    AMBN    0.941112381505606
SPATA31A1    GAGE12E    0.941073830337095
PGLYRP3    DENND2C    0.9410734589994024
G6PC    CYP3A4    0.9410449988387952
PRAMEF20    TSGA13    0.9410280853104735
ENDOU    DENND2C    0.941026453311586
TGM7    CSHL1    0.941023539672657
LPP    AKAP6    0.9410045830709558
PRDM14    CTXND2    0.9409983938722328
CERS3    CAPNS2    0.9409912599591536
TKTL2    PDHA2    0.9409543980545716
TREH    S100G    0.9409478801474634
KCNMA1    SYNM    0.9409452295571492
KRTAP19-5    GAGE12J    0.9409395229217882
CERS3    RNF225    0.940933955770643
WNT7A    SERPINB11    0.9409252319441516
TMEM35A    PNCK    0.94087482493158
FERMT2    C8orf88    0.940859156014862
CABP5    ZIM3    0.940829968234183
CLCA4    PRSS27    0.9408118173557298
NLRP8    TSGA13    0.9408024296810787
CNN1    C8orf88    0.9407656676824162
PGM5    DMD    0.9407640112153368
MYLK    TGFB1I1    0.9407522845232412
ADRA1B    LRRTM3    0.940749930146855
OR3A3    OR10G3    0.9407482720361966
SNX31    TMPRSS11B    0.940747453716454
DNAJB5    TAGLN    0.9407319817781874
HPGDS    VEGFD    0.940680417317527
EMP1    DSG3    0.9406614355605822
TNS1    HSPB7    0.9405814605124196
FILIP1    C8orf88    0.9405707553706276
KIF2B    OR7G2    0.9405701673863388
SST    MAFA    0.9405700554738
GRHL3    SPRR3    0.9405431268755235
PRUNE2    AKAP6    0.9405359615252864
KRT4    PRSS27    0.9405275447856788
SEPTIN6    MOB3A    0.9404995282826846
TMEM79    CYSRT1    0.9404906698322408
TGM5    DYNAP    0.9404865627456126
TACR1    ADCY1    0.940482532937299
TGM1    DENND2C    0.940470749167347
TP53AIP1    RHCG    0.9404652339579058
NANOS2    PRAMEF18    0.940436624136373
DENND2C    TMPRSS11A    0.9404253280600884
OVOL3    CALHM1    0.9403976119337488
PLP1    CMTM5    0.9403873237347868
ATP2B4    CAP2    0.940379892106338
CLCA4    TGM1    0.940358381038812
ZNF829    ZNF568    0.9403515816364592
TGM1    MAL    0.9403468816228308
TGFB1I1    RNF150    0.9403154497249802
PPL    TP53AIP1    0.940280673347022
ASB2    FLNC    0.9402690258163316
ENDOU    GYS2    0.940256722861377
DNAJB5    SYNPO2    0.9402542336028716
SERPINB12    KRT3    0.9402266107768944
OR7G2    EFCAB3    0.9402261244312808
RBPMS2    ARHGEF25    0.94022527165188
ATP2B4    CFL2    0.9402115713922932
LIMS2    NEGR1    0.9401846250584216
MAL    FABP12    0.9401799921225792
MYH11    MYOCD    0.9401677214483511
OPRL1    MEF2B    0.9401562050056446
CD33    P2RY8    0.9401557567361706
SERPINB3    TMEM79    0.9401516906122952
ASCL1    RIMS2    0.940150184303304
BSND    POU3F1    0.9401480287306696
TMPRSS11E    TGM1    0.9401461772926676
NYAP2    NEUROD2    0.9401130342419184
SPINK5    GRHL3    0.9401046719524352
BHLHE23    H3Y1    0.9400929117848392
GYS2    PPL    0.940090781721576
TEX11    ST8SIA3    0.940074393913801
SHCBP1L    CATSPERD    0.9400689628945376
LYPD3    TMEM79    0.9400601773688751
BSND    SGSM1    0.9400009085259288
CLDN17    LCE3D    0.9400006692984464
MYLK    ANGPTL1    0.9399845756825224
RGS8    LCN1    0.939976576947658
SERPINB3    CYSRT1    0.9399675875662789
RHOH    SEPTIN1    0.9399644718658808
ENDOU    FAM83C    0.9399105245946766
MMP8    VSTM1    0.9398976860069546
ABCB4    KCNF1    0.9398952885516502
CST9L    PRAMEF20    0.939881060778986
HHATL    MAFA    0.93984677412265
NEGR1    MRGPRF    0.9398399100770668
ACER1    PAX9    0.9398380876479212
CSH1    LIPK    0.9398173456692582
EPM2A    LMOD1    0.9398106274441212
EFCAB3    TSGA13    0.9398080170591774
FCRL2    BLK    0.939796878713954
SPRR2G    LIPK    0.9397951682893518
SPX    SERPINA6    0.939746597743864
ASB2    MYL9    0.9397276955386172
MYBPC2    NMS    0.9397248915414744
MYO1G    VAV1    0.9397190993550212
ZNF750    DYNAP    0.9397084126920032
LPP    DMD    0.9397069399150144
KRT78    VSIG10L    0.939665027122617
OR2Z1    PRAMEF19    0.9396533244728966
HSPB7    MSRB3    0.9396496051273832
SHCBP1L    OR3A3    0.9396455274912104
ACTA2    PPP1R14A    0.9396427967585912
CPA2    SERPINA6    0.9396370717963352
FILIP1    PALLD    0.9396268389069704
TNS1    PALLD    0.9395962468971636
ARHGEF26    ANGPTL1    0.9395809033394988
GLTP    NCCRP1    0.939574721680413
CA6    CSN2    0.939570472520087
RASAL3    ARHGAP25    0.9395531519871826
SCEL    PRSS27    0.9395379883420456
SLC5A4    TREH    0.9395235907617732
FOXN1    PAX9    0.9395221532422556
H2BC12    H4C9    0.9395180377958888
ATP2B4    DNAJB5    0.9394975172718548
AHSG    MBL2    0.939494538797186
MAFA    FER1L5    0.939471554048242
CACNA1A    PSKH2    0.9394694912988169
KRT85    BSX    0.939469035190142
DMPK    LMOD1    0.939466569306984
ADH7    CAPNS2    0.9394549193878272
SORBS1    LDB3    0.9394533870410824
CALD1    PRICKLE2    0.9394410383597408
SI    CYP3A4    0.9394373584431216
LPXN    CD27    0.9394321703935156
LCE1F    PSG2    0.93941154952091
MSRB3    TPM2    0.9393901351183006
GFRA4    GLYATL3    0.9393770613244528
FERMT2    PRUNE2    0.9393670914547212
SASH3    WDFY4    0.9393658529392448
FILIP1    NECAB1    0.9393646190525752
LIMS2    MSRB3    0.939347105220886
AFM    PAH    0.939346431865006
DNAJB5    SVIL    0.9393341345785412
MAFA    CCDC154    0.9393218411263295
ABCB4    DLX2    0.9393205378510076
ATP2B4    PPP1R12B    0.9393189325346774
SERPINA6    PNLIPRP1    0.9393107165025244
RARA    WIPF2    0.939308640005694
CLPS    SERPINA6    0.9392989005026132
ACTG2    MORN5    0.939283774605448
CTRB2    SERPINA6    0.9392667519406164
CTRB1    SERPINA6    0.939242218766908
DIPK2B    MMRN2    0.939236015257705
PKP1    KRT15    0.9392237188674672
CLCA4    EPGN    0.9392170322034142
PRAMEF19    LRRC30    0.9392092761707794
MYLK    SYNPO2    0.9391932795306918
CLEC17A    SHISA8    0.9391920013674772
CLCA2    RNF222    0.9391881984868322
DIXDC1    C8orf88    0.9391700295142646
KCNMA1    KANK2    0.9391666516761844
LPP    KCNMA1    0.9391378510233194
RNF150    PLN    0.9391341171305524
CRISP3    KRTAP21-3    0.9391278260725322
OVOL3    MYBPH    0.9391092972790296
CWH43    CRNN    0.939106235097972
AFM    AMBP    0.9391028612521388
OR3A3    ARGFX    0.9391006473958096
EPGN    UGT1A7    0.9390963561571052
FERMT2    KANK2    0.939094422527811
CRNN    EPGN    0.9390891960562828
TMEM35A    CMTM5    0.9390843861443208
SERPINA6    PLA2G1B    0.9390759275346848
KCNMA1    RBPMS2    0.9390727556266516
MYLK    KANK2    0.9390210867267414
MAL    SNX31    0.9390032718698564
GH2    RPTN    0.9389717671132244
SPRR3    CAPNS2    0.9389645528963444
CLCA2    KRT15    0.9389562264588632
PPP1R12B    C8orf88    0.9389486260251794
RBPJL    SERPINA6    0.9389457947546804
PRUNE2    MYH11    0.9389429711655628
S100A8    TMEM79    0.9389368140059144
PDLIM3    RBPMS2    0.9389161814151176
TGM5    A2ML1    0.9389157895992184
CPXM2    KANK2    0.938908037625956
CPA1    SERPINA6    0.938885717079679
TGM3    EPGN    0.938868234562448
LIMS2    TACR2    0.9388666982477226
CLCA4    PGLYRP3    0.938858544017662
REG3G    SERPINA6    0.9388547389351328
CPXM2    HSPB7    0.9388477623912443
PDLIM3    PLN    0.9388416686273404
PKP1    KRT78    0.9388404778847026
SPRR2E    RPTN    0.9388301624147004
DNAJB5    DACT3    0.9388092891221008
SPRR2D    CYP4F22    0.9388083960403928
KIF2B    EFCAB3    0.9388076597658191
CD96    CD3G    0.9387907805119416
ASB2    CALD1    0.9387823820879232
PRUNE2    SYNM    0.9387804524195212
ZNF283    ZNF234    0.9387768584518782
MYH11    AKAP6    0.9387668500788487
PKP1    KRT4    0.9387462093080524
FERMT2    LRCH2    0.9387307271256018
ERP27    SERPINA6    0.9387134798800116
ASB2    SVIL    0.93870876797667
ARHGEF26    MYH11    0.9386996834929298
COL1A2    COL5A2    0.9386961320751416
AOC3    LMOD1    0.938682335130685
MYH8    HPGDS    0.9386756061168672
CD79B    TNFRSF13C    0.9386686794566792
PALLD    CFL2    0.9386674352793568
PRAMEF20    PRAMEF19    0.9386633030234632
RNF150    GPRASP1    0.9386576616083584
GRIK1    SLC38A3    0.9386556014848764
PDLIM3    KCNMA1    0.9386540252002216
TRAF3IP3    BTLA    0.9386532177939112
DMPK    TAGLN    0.9386313688957294
TMPRSS11E    SPRR3    0.9386182093252292
ARHGAP25    SEPTIN1    0.9386169658222632
CNN1    KCNMB1    0.9386087722132986
PKP1    LEXM    0.9385991061593288
TGFB1I1    NEGR1    0.938596278212706
PLEKHO1    CCDC69    0.9385930429479966
SCEL    KRT78    0.9385928955104462
ZIM3    OR1A1    0.938590106408911
FOXN1    SPINK5    0.9385863015658868
FBXL22    PLN    0.9385847000186645
TPM1    NEGR1    0.9385652148539948
ATP2B4    MYH11    0.9385640666317604
OR7G2    TSGA13    0.9385535654358688
CFHR2    FGG    0.9385461396520366
DNAJB5    MRGPRF    0.9385406389019472
LAMB4    SERPINB12    0.9385307201462556
LCP1    ARHGAP25    0.9385268192728824
MAP4K1    EBI3    0.9385251471209554
OVOL3    LCN1    0.9385227243178292
CABP5    OR10G3    0.938517573146606
MAL    MUC22    0.938515623117933
TMEM79    VSIG10L    0.938502943558406
WAS    SLA    0.9384956987161612
ASB2    RBPMS2    0.9384956925294984
LCE3E    PSG2    0.9384844646114042
FILIP1    DES    0.9384755474573402
DNAJB5    DMD    0.9384747850720716
CALD1    DIXDC1    0.9384734259202838
FERMT2    SVIL    0.9384676057193878
MPDZ    AKT3    0.9384592498219758
AMBP    ALB    0.9384408467145884
CXCL10    CXCL11    0.9384328358706722
GRHL3    PRSS27    0.9384154885199104
LPXN    MYO1G    0.9384006001050216
PRAMEF20    DEFB116    0.9383975397071146
LIMS2    PDLIM3    0.9383730964192404
TP53AIP1    SPINK5    0.938359891779044
CRX    NANOGNB    0.9383593960084258
PDHA2    SPATA31A1    0.9383520981967044
WNT8A    LRRC30    0.9383363766995728
LIPK    PSG1    0.9383357632123416
IL36RN    TGM7    0.9383326686643404
LDB3    JPH2    0.9383154140351212
TMEM207    ERVV-1    0.9383071857611056
ALB    PAH    0.9382924962205936
LMOD1    SLC2A4    0.9382880186919412
PNMA6F    PERCC1    0.9382762026677168
SORBS1    CPED1    0.9382584761766968
WAS    EBI3    0.9382374397318408
SERPINB3    PPL    0.9382056859712788
FETUB    A2ML1    0.9382036664155684
PAH    CCL16    0.9381960184165972
FLNC    SVIL    0.9381906326185372
NIBAN1    LMOD1    0.9381877984133926
DNAI1    C20orf85    0.9381836368813444
ZNF750    LEXM    0.938176005109658
ALG13    FAM122B    0.9381658446802786
FETUB    SERPINB13    0.9381587856778066
FAM83C    KRT13    0.9381503086628143
LYPD3    GBP6    0.9381457519400656
SPEG    TNS1    0.9381369778633984
BVES    FLNC    0.9381236593433994
ACTA2    HSPB8    0.9381149751053056
BVES    LDB3    0.9381001364669288
CRNN    DYNAP    0.9380919459151
KRT13    SBSN    0.9380915199842084
SLC22A1    P2RY8    0.9380718114320328
SLC5A4    AQP10    0.9380564807537668
IL36RN    SPRR2F    0.9380494332137932
VPREB3    MEF2B    0.9380479353200856
LIPK    LCE3C    0.9380474249310672
PDZD4    MYH11    0.938037554950327
CLCA4    SBSN    0.9380316757209012
TGFB1I1    KANK2    0.938025495597686
FILIP1    SYNPO2    0.9380147826683604
A2ML1    TMPRSS11A    0.9379891336508468
C1orf158    DNAI2    0.937963797071616
DNAI1    CFAP77    0.9379370877465564
SERPINA6    GRIK1    0.9379197025154856
EPM2A    SMTN    0.9379083084825804
SERPINA6    CEL    0.9378964734667242
PGA4    PGA5    0.9378787823111748
SDR9C7    SPRR5    0.9378783136456122
OR1M1    CATSPERD    0.9378780484893184
SERPINB3    DENND2C    0.9378627312991776
ASCL1    CNKSR3    0.9378600196448094
SAG    SPATA3    0.937857067481066
CD33    LPXN    0.9378378483578838
FLNA    TPM2    0.9378238415862566
KRT78    UGT1A7    0.9378209151088208
OR6Y1    PRAMEF18    0.9378087720085792
TGM3    CAPNS2    0.9378020624476664
PPL    DENND2C    0.9377934909574438
WFDC5    LCE1F    0.9377932903670128
WNT8A    PRDM14    0.9377919579374108
ASH2L    NSD3    0.9377679081776752
CGA    ADCY1    0.9377675027403536
WNT8A    EFCAB3    0.9377400047011396
NKX2-2    TMEM196    0.9377386591200992
AFP    AMBP    0.9377364300107066
SMTN    FBXL22    0.9377311179473616
SCG5    SERPINA6    0.9377189833940948
SERPINA6    AQP12A    0.9377165526872308
VSIG10L    MUC21    0.9377151921684468
MYL9    MSRB3    0.93771323086005
TGM7    PSG1    0.9377130025869824
SPATA48    ASMT    0.9377118349565622
PSKH2    SGSM1    0.937700066237506
TPM1    HSPB8    0.9376884145894392
CSTB    EPGN    0.9376814805334472
CHRM2    FRRS1L    0.9376787325983912
LRRN3    AMBN    0.9376590661700254
PLRG1    LHFPL1    0.9376554404038722
KRT13    DENND2C    0.937655062947848
CLCA4    PKP1    0.937642241005628
LYPD3    BNIPL    0.9376416273900944
ASB2    HSPB7    0.9376413141165786
DSG4    DEFB110    0.937618351511335
ASB2    ACTA2    0.9376156236457056
ITGAL    IKZF1    0.9376062471800396
TMEM191C    TMEM191B    0.9376021446788696
CLIP3    MSRB3    0.9376009485808792
SLC17A3    NPBWR1    0.9375987207024538
MYLK    HSPB7    0.9375976415153432
TGM3    LEXM    0.9375975099986762
ARSF    MUC21    0.9375892396313557
ASB2    TAGLN    0.9375855125458624
IL36RN    SPRR4    0.9375668572958744
MOB3A    S1PR2    0.9375523176597936
FILIP1    CNN1    0.937549614790018
WFDC5    KRT16    0.9375393212874936
KRT78    DEFB104B    0.9375271176336604
APOA4    SLC2A7    0.9375213173518931
PRR23B    OR6Y1    0.937496170934704
IZUMO4    VEGFD    0.9374895925969112
LPXN    IGLL1    0.9374837317471612
PAX9    CAPNS2    0.9374815162158822
ATP2B4    PALLD    0.9374806553220424
NPBWR2    HPGDS    0.937474475805854
DSC3    SNX31    0.9374705552596734
LCE2C    LCE1F    0.9374698291358368
IVL    VSIG10L    0.9374603316233382
LIMS2    DES    0.93745022434542
CPED1    MYOCD    0.9374471933865935
APOA2    FGG    0.9374428013487014
BTK    CLECL1    0.9374369378383332
ATP2B4    PRICKLE2    0.9374357041388142
CLCA4    ANXA1    0.9374332585717542
ITGA7    DNAJB5    0.9374216682082268
SASH3    HCLS1    0.9374147049461072
MYL9    HSPB7    0.9374133070218702
CSTA    SNX31    0.937401127122556
NEGR1    ANKS1B    0.9373896505588464
ZG16    DEFB131A    0.9373760905075532
ZNF317    ZNF283    0.9373708167607852
PNMA6F    AL035460.1    0.937363616657904
PADI1    DENND2C    0.937360907787869
HPGDS    P2RY8    0.937352932237512
SMTN    ARHGEF25    0.9373522847922192
ASCL1    CACNA1A    0.9373493015433848
CA7    ZG16    0.937345548400717
POU2AF1    P2RY8    0.9373388723275184
ZEB1    SPARCL1    0.9373337406359766
CLIP3    MYH11    0.9373244662447636
DPPA4    OR10G3    0.9373237865656164
LRRN4    MGARP    0.9373220195548604
TCERG1L    GOLGA6L7    0.9373195032723028
OR9G1    OR5H14    0.937315380272284
SSMEM1    EFCAB3    0.937312961187106
FLNC    MSRB3    0.9373047680089652
TP53AIP1    CSTA    0.9373009811209252
CFL2    NEGR1    0.9372821494380544
NCS1    FLNA    0.937273429376042
DSG3    SPRR3    0.9372676621155313
FLNC    DMD    0.9372644947038008
JPH2    ARHGEF25    0.9372639784278386
SPEG    ITGA7    0.9372279967756998
CSRP1    HSPB7    0.9372117002720272
CPXM2    DNAJB5    0.9372107235328908
KCNMB1    MSRB3    0.9372038103999182
ZNF230    ZNF225    0.9372012913884964
CRNN    MAL    0.9371815320246104
POU3F2    CCDC154    0.9371689838896422
MYL9    SLC2A4    0.9371688683742048
CLDN17    RPTN    0.9371658245202236
KRT15    TMPRSS11B    0.9371614695368892
SPEG    MSRB3    0.937151313928362
IVL    A2ML1    0.9371353452885508
OR3A3    OR11A1    0.9371308577570036
CACNG3    GDAP1L1    0.9371255101886364
CACNG5    NKX2-2    0.9371229992450304
PADI1    GBP6    0.9371190859669408
OVCH2    PSG5    0.9371178788678994
POU4F1    SGSM1    0.9371057705407734
PPP1R17    HPGDS    0.9371056669710468
PDZD4    SPEG    0.9370973759165212
DNAJB5    TPM2    0.937096878148544
CALD1    NECAB1    0.9370819213528012
ZIM3    PRAMEF17    0.9370687726535888
DSG3    S100A8    0.9370639733241876
TNS1    FLNC    0.9370543459584452
FHL1    FLNA    0.9370524409371956
SPRR2E    LCE3C    0.9370433977353116
CTSG    MMP8    0.9370232615642048
DSG3    CERS3    0.9370220095015098
VPREB3    DOK3    0.9370152745476162
MYBPC2    IZUMO4    0.9370025989071183
SYNM    SVIL    0.9369941727559774
ASB2    HAND2    0.9369834900045362
OR3A3    SUN5    0.9369820120116072
DEFB103B    LCE3A    0.9369797780983546
PGLYRP3    CSTB    0.936974378473356
CST4    PIP    0.9369634877817944
TACR1    INSM2    0.9369598840063889
CAP2    LMOD1    0.9369598071991668
GYS2    KRT78    0.9369516242967002
MYH11    PDLIM3    0.9369394570899507
FERMT2    STON1    0.9369298576713954
SGSM1    KIF5C    0.9369228486282228
CIDEA    ADIPOQ    0.9369198475454596
CSH1    SPRR2E    0.9369108627394692
CSTA    KRT6A    0.9369064808161024
GRHL3    RNF222    0.9369044758522848
TAGLN    ARHGEF25    0.9368944379967497
DSG3    A2ML1    0.9368858708383012
IGF1R    GIMD1    0.9368754536039132
TGM1    TP53AIP1    0.9368689726445016
LIMS2    SLC2A4    0.9368586206995362
OVOL3    FCRLB    0.9368521709315992
EMP1    UGT1A7    0.9368487116049948
SPRR3    CALML3    0.9368479971731468
CFL2    FBXL22    0.936845096483066
FOXN1    GBP6    0.9368449459370516
LIMS2    AOC3    0.9368447657989664
LIMS2    CNN1    0.9368422750714104
SPATA31A1    ZIM2    0.9368420862332372
FHL1    KCNMB1    0.9368199088424776
CALD1    MYH11    0.9368000890337798
PRSS27    CAPNS2    0.9367985304752754
TP53AIP1    CLCA2    0.9367945531616056
CDK6    PEX1    0.9367808916888972
RBPMS2    DACT3    0.9367688705547232
AQP10    DEFB131A    0.936764624749336
FERMT2    RNF150    0.9367638756088922
CRX    SLC35G3    0.936750211060702
PRUNE2    MSRB3    0.9367411230584284
S100A8    PAX9    0.9367327056989252
SPINK5    UGT1A7    0.936723740769302
AHSG    SSC4D    0.936716330659482
SLC16A12    SERPINA6    0.9367089506819016
FERMT2    MPDZ    0.9367041650188388
PPP1R12B    CALD1    0.9367017050520094
KRT13    SNX31    0.9367003133047372
CRYAB    HSPB7    0.9366967536218886
SEZ6    INSM1    0.9366960943045446
ATP2B4    SPEG    0.9366904434542525
GPR32    NANOS2    0.9366885801445396
DYNAP    CYSRT1    0.93668143442893
ARHGEF26    DMD    0.9366734367263442
SERPINA6    ST8SIA3    0.9366704075735124
KRTAP26-1    TSGA13    0.9366614580263364
NEGR1    SYNM    0.9366450758562236
MYH11    PLN    0.9366429382456734
RBPMS2    SLC2A4    0.936640076482678
TAGLN    NEGR1    0.936637939265357
PKP1    TP53AIP1    0.9366302028979848
PDZD4    TNS1    0.9366183944355344
MYH11    CFL2    0.9366133855670256
SPRR2E    CSH2    0.9366115672930668
CORO1A    ARHGDIB    0.9366049418565484
OVOL3    AADACL2    0.9365962128080982
LDB3    CFL2    0.9365731579139958
SPEG    KANK2    0.9365709161127076
GYS2    GBP6    0.9365329162469004
ANXA1    GRHL3    0.9365273562175904
RNF150    FBXL22    0.9365228916578646
KRT4    DENND2C    0.9365029620066244
SCEL    MUC21    0.9364695810238288
APOH    SULT2A1    0.9364673423355492
CUBN    ERVV-1    0.9364640172089576
S100A9    CYSRT1    0.9364624302473792
IL10RA    SLA    0.9364617283011336
TSPAN6    MCTS2P    nan
RBPMS2    SMTN    0.9614999939052484
PLAGL1    AL035460.1    0.9577137869410476
RHCG    ZNF750    0.9571935481109598
EPGN    ADH7    0.9567357984066026
CNFN    TMPRSS11D    0.9544934223398792
CPA1    PRSS2    0.953463794843726
GBP6    SERPINB13    0.9511576107771008
CPB2    APOA2    0.9510868037962844
DMPK    KCNMB1    0.9510439047564218
CLCA4    SNX31    0.9500098859973688
SLC17A2    AHSG    0.9478634428166204
WNT8A    TSGA13    0.9474478947893537
MYBPC2    SERPINA9    0.9472475269665914
CYP3A4    MS4A10    0.94704250366021
CDC20B    CFAP77    0.9467953292193292
CNN1    LMOD1    0.9463667471229782
RAET1E    SERPINB12    0.9460468633254304
RBPMS2    FLNA    0.945822021673
CFAP77    GMNC    0.94563141005316
KCNMA1    MSRB3    0.9453059180830976
HSPB6    C8orf88    0.9448570842891564
LMOD1    KANK2    0.9447469435133412
CACNG3    SERPINI2    0.9447360131547552
IL36RN    VSIG8    0.944734900670558
RAG2    LRRC26    0.9445119698098928
LRRN3    ANKRD66    0.9444077460419028
SCEL    ACER1    0.9442624333710338
FILIP1    CSRP1    0.9439334633240656
OR7G2    NLRP8    0.9438151107228951
TGM5    PAX9    0.9437560474476429
OR3A3    TSGA13    0.9436412071407648
FLNA    DACT3    0.9435043610402052
